what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1349030153078
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1349030153078
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1349030153078
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1349030153080
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1349030153080
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1349030153081
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1349030153081
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1349030153081
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1349030153082
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1349030153082
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1349030153116
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1349030153117
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1349030153117
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1349030153117
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1349030153117
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1349030153118
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1349030153118
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1349030153118
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1349030153118
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1349030153118
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1349030153204
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1349030153204
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1349030153204
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1349030153204
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1349030153204
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1349030153210
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1349030153210
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1349030153210
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1349030153210
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1349030153210
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1349030153210
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1349030153211
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1349030153212
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1349030153212
started,bundle,org.jboss.ide.eclipse.firstrun,1.5.1.GA,"org.jboss.ide.eclipse.firstrun",1349030153212
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.4.v20111106-0100,"org.eclipse.mylyn.bugzilla.core",1349030153212
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1349030153212
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1349030153213
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1349030153213
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1349030153214
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1349030153214
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1349030153214
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1349030153214
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.4.v20111117-0100,"org.eclipse.mylyn.tasks.ui",1349030153214
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1349030153214
os,sysinfo,,,"win32",1349030153220
arch,sysinfo,,,"x86",1349030153220
ws,sysinfo,,,"win32",1349030153220
locale,sysinfo,,,"pt_BR",1349030153220
processors,sysinfo,,,"1",1349030153220
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1349030153220
java.runtime.version,sysinfo,,,"1.6.0_31-b05",1349030153220
java.specification.name,sysinfo,,,"Java Platform API Specification",1349030153220
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1349030153220
java.specification.version,sysinfo,,,"1.6",1349030153220
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1349030153220
java.version,sysinfo,,,"1.6.0_31",1349030153220
java.vm.info,sysinfo,,,"mixed mode",1349030153220
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1349030153220
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1349030153220
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1349030153220
java.vm.specification.version,sysinfo,,,"1.0",1349030153220
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1349030153220
java.vm.version,sysinfo,,,"20.6-b01",1349030153220
started,bundle,org.jboss.ide.eclipse.core,1.5.1.GA,"org.jboss.ide.eclipse.core",1349030153229
started,bundle,org.jboss.ide.eclipse.packaging.core,1.5.1.GA,"org.jboss.ide.eclipse.packaging.core",1349030153232
started,bundle,org.jboss.ide.eclipse.xdoclet.run,1.5.1.GA,"org.jboss.ide.eclipse.xdoclet.run",1349030153237
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1349030153597
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1349030153599
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1349030153712
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1349030153733
started,bundle,com.android.ide.eclipse.base,20.0.3.v201208082019-427395,"com.android.ide.eclipse.base",1349030153961
started,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1349030154129
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1349030154129
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1349030154129
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1349030154129
started,bundle,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms",1349030154992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349030155118
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1349030157097
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1349030157220
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1349030157220
started,bundle,com.android.ide.eclipse.traceview,20.0.3.v201208082019-427395,"com.android.ide.eclipse.traceview",1349030161338
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349030173007
error,log,,,"Invalid preference page path: JSP Files",1349030180464
error,log,,,"Invalid preference page path: CSS Files",1349030180465
error,log,,,"Invalid preference page path: HTML Files",1349030180465
error,log,,,"Invalid preference page path: JavaScript Files",1349030180470
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349030180761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349030200451
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349030203844
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349030205586
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349030206109
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1349030207182
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1349030207233
stopped,bundle,org.jboss.ide.eclipse.firstrun,1.5.1.GA,"org.jboss.ide.eclipse.firstrun",1349030207722
stopped,bundle,org.jboss.ide.eclipse.packaging.ui,1.5.1.GA,"org.jboss.ide.eclipse.packaging.ui",1349030207723
stopped,bundle,org.jboss.ide.eclipse.xdoclet.run,1.5.1.GA,"org.jboss.ide.eclipse.xdoclet.run",1349030207723
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1349030207723
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1349030207723
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1349030207723
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1349030207727
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1349030207728
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1349030207728
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1349030207728
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,20.0.3.v201208082019-427395,"overlay.com.android.ide.eclipse.adt.overlay",1349030207728
stopped,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1349030207731
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1349030207731
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1349030207731
stopped,bundle,org.jboss.ide.eclipse.jdt.aop.ui,1.1.1.GA,"org.jboss.ide.eclipse.jdt.aop.ui",1349030207731
stopped,bundle,org.jboss.ide.eclipse.jdt.j2ee.jsp.ui,1.5.1.GA,"org.jboss.ide.eclipse.jdt.j2ee.jsp.ui",1349030207731
stopped,bundle,org.jboss.ide.eclipse.jdt.j2ee.xml.ui,1.5.1.GA,"org.jboss.ide.eclipse.jdt.j2ee.xml.ui",1349030207731
stopped,bundle,org.jboss.ide.eclipse.launcher.ui,1.5.1.GA,"org.jboss.ide.eclipse.launcher.ui",1349030207732
stopped,bundle,org.jbpm.ui,3.0.8.1,"org.jbpm.ui",1349030207732
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1349030207732
stopped,bundle,org.eclipse.jst.jsp.ui,1.0.0,"org.eclipse.jst.jsp.ui",1349030207732
stopped,bundle,org.hibernate.eclipse.console,3.1.0.beta4a,"org.hibernate.eclipse.console",1349030207732
stopped,bundle,org.jboss.ide.eclipse.deployer.ui,1.5.1.GA,"org.jboss.ide.eclipse.deployer.ui",1349030207733
stopped,bundle,org.jboss.ide.eclipse.ejb3.wizards.core,1.0.1.GA,"org.jboss.ide.eclipse.ejb3.wizards.core",1349030207733
stopped,bundle,org.jboss.ide.eclipse.jdt.aop.core,1.1.1.GA,"org.jboss.ide.eclipse.jdt.aop.core",1349030207733
stopped,bundle,org.jboss.ide.eclipse.jdt.j2ee.jsp.core,1.5.1.GA,"org.jboss.ide.eclipse.jdt.j2ee.jsp.core",1349030207733
stopped,bundle,org.jboss.ide.eclipse.jdt.j2ee.ui,1.5.1.GA,"org.jboss.ide.eclipse.jdt.j2ee.ui",1349030207733
stopped,bundle,org.jboss.ide.eclipse.jdt.j2ee.core,1.5.1.GA,"org.jboss.ide.eclipse.jdt.j2ee.core",1349030207734
stopped,bundle,org.jboss.ide.eclipse.jdt.test.ui,1.5.1.GA,"org.jboss.ide.eclipse.jdt.test.ui",1349030207734
stopped,bundle,org.jboss.ide.eclipse.jdt.ws.ui,1.5.1.GA,"org.jboss.ide.eclipse.jdt.ws.ui",1349030207734
stopped,bundle,org.jboss.ide.eclipse.jdt.ws.core,1.5.1.GA,"org.jboss.ide.eclipse.jdt.ws.core",1349030207734
stopped,bundle,org.jboss.ide.eclipse.jdt.test.core,1.5.1.GA,"org.jboss.ide.eclipse.jdt.test.core",1349030207735
stopped,bundle,org.jboss.ide.eclipse.jdt.ui,1.5.1.GA,"org.jboss.ide.eclipse.jdt.ui",1349030207735
stopped,bundle,org.jboss.ide.eclipse.jdt.core,1.5.1.GA,"org.jboss.ide.eclipse.jdt.core",1349030207736
stopped,bundle,org.jboss.ide.eclipse.xdoclet.assist,1.5.1.GA,"org.jboss.ide.eclipse.xdoclet.assist",1349030207736
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1349030207753
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1349030207753
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1349030207754
stopped,bundle,org.eclipse.wst.html.ui,1.0.0,"org.eclipse.wst.html.ui",1349030207754
stopped,bundle,org.eclipse.wst.css.ui,1.0.0,"org.eclipse.wst.css.ui",1349030207754
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1349030207754
stopped,bundle,org.eclipse.wst.javascript.ui,1.0.0,"org.eclipse.wst.javascript.ui",1349030207754
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1349030207754
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1349030207754
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1349030207805
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1349030207805
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1349030207806
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1349030207806
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1349030207806
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1349030207807
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1349030207807
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1349030207807
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1349030207807
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1349030207807
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1349030207808
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1349030207808
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1349030207809
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1349030207809
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.4.v20111117-0100,"org.eclipse.mylyn.tasks.ui",1349030207810
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1349030207810
stopped,bundle,org.jboss.ide.eclipse.deployer.core,1.5.1.GA,"org.jboss.ide.eclipse.deployer.core",1349030207811
stopped,bundle,org.jboss.ide.eclipse.launcher.core,1.5.1.GA,"org.jboss.ide.eclipse.launcher.core",1349030207811
stopped,bundle,org.jboss.ide.eclipse.packaging.core,1.5.1.GA,"org.jboss.ide.eclipse.packaging.core",1349030207811
stopped,bundle,org.jboss.ide.eclipse.xdoclet.core,1.5.1.GA,"org.jboss.ide.eclipse.xdoclet.core",1349030207811
stopped,bundle,org.jboss.ide.eclipse.xdoclet.ui,1.5.1.GA,"org.jboss.ide.eclipse.xdoclet.ui",1349030207812
stopped,bundle,org.jboss.ide.eclipse.ui,1.5.1.GA,"org.jboss.ide.eclipse.ui",1349030207812
stopped,bundle,org.jboss.ide.eclipse.core,1.5.1.GA,"org.jboss.ide.eclipse.core",1349030207812
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1349030207812
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1349030207813
stopped,bundle,com.android.ide.eclipse.hierarchyviewer,20.0.3.v201208082019-427395,"com.android.ide.eclipse.hierarchyviewer",1349030207813
stopped,bundle,com.android.ide.eclipse.traceview,20.0.3.v201208082019-427395,"com.android.ide.eclipse.traceview",1349030207813
stopped,bundle,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms",1349030207818
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1349030207818
stopped,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1349030207818
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1349030207819
stopped,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1349030207819
stopped,bundle,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets",1349030207819
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1349030207819
stopped,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1349030207819
stopped,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100914-1218,"org.eclipse.emf.edit.ui",1349030207821
stopped,bundle,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef",1349030207821
stopped,bundle,org.eclipse.emf.common.ui,2.6.0.v20100914-1218,"org.eclipse.emf.common.ui",1349030207822
stopped,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1349030207822
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1349030207822
